,Compound,Date,Negative,Neutral,Positive,Source,Tweets_Ago,text
125,0.6369,Wed Jan 10 16:11:58 +0000 2018,0.0,0.781,0.219,@CNN,26,@seanhannity @Morning_Joe @realDonaldTrump I would love to know what their ratings are for the show. @Morning_Joe… https://t.co/nFhSV3QY2c
126,-0.5106,Wed Jan 10 16:11:57 +0000 2018,0.125,0.875,0.0,@CNN,27,"RT @CNN: ""This f------ idiot is the president. It's The Emperor's New Clothes -- the guy is a f------ fool... our baby-in-chief -- the 'J--…"
127,-0.25,Wed Jan 10 16:11:56 +0000 2018,0.123,0.794,0.083,@CNN,28,"@CNN Hey, fake news, this guy is one of your stooges. Why would rational people humor his highly selective (and per… https://t.co/RB7BbvF8Ye"
128,-0.5106,Wed Jan 10 16:11:55 +0000 2018,0.125,0.875,0.0,@CNN,29,"RT @CNN: ""This f------ idiot is the president. It's The Emperor's New Clothes -- the guy is a f------ fool... our baby-in-chief -- the 'J--…"
129,0.0,Wed Jan 10 16:11:55 +0000 2018,0.0,1.0,0.0,@CNN,30,@CNN 👏👏👏👏 most of us have said some of these things about Dolt45 ourselves daily.
130,0.128,Wed Jan 10 16:11:54 +0000 2018,0.082,0.817,0.101,@CNN,31,"RT @CNN: Two musicians have cut business ties with H&amp;M after the fashion retailer used a young black model to promote a ""coolest monkey in…"
131,0.7579,Wed Jan 10 16:11:54 +0000 2018,0.0,0.764,0.236,@CNN,32,@CNN I only see a handsome young boy modeling a trendy hoodie. Sometimes ya’ll are too much. Kudos to the kid who looks lit af 🔥🔥🔥
132,0.0,Wed Jan 10 16:11:54 +0000 2018,0.0,1.0,0.0,@CNN,33,"RT @CNN: Thailand’s prime minister sets up a cardboard cutout of himself at a press event, tells reporters to direct their questions to the…"
133,-0.5106,Wed Jan 10 16:11:54 +0000 2018,0.125,0.875,0.0,@CNN,34,"RT @CNN: ""This f------ idiot is the president. It's The Emperor's New Clothes -- the guy is a f------ fool... our baby-in-chief -- the 'J--…"
134,-0.5106,Wed Jan 10 16:11:53 +0000 2018,0.125,0.875,0.0,@CNN,35,"RT @CNN: ""This f------ idiot is the president. It's The Emperor's New Clothes -- the guy is a f------ fool... our baby-in-chief -- the 'J--…"
135,0.25,Wed Jan 10 16:11:53 +0000 2018,0.104,0.743,0.153,@CNN,36,Say it out loud. #SteeleDossier  warned our intelligence institutions that #DonTheCon was being blackmailed by Puti… https://t.co/VbjlXB6cGC
136,0.0,Wed Jan 10 16:11:53 +0000 2018,0.0,1.0,0.0,@CNN,37,"@Mmoran64 @MiteiRober @CNN I think perhaps society has moved on and it didn't cross minds. Having said that, its hu… https://t.co/H9UKc5hqb2"
137,-0.1695,Wed Jan 10 16:11:52 +0000 2018,0.068,0.932,0.0,@CNN,38,RT @CNN: The US will not be prepared to defend against possible Russian meddling in the 2018 midterm elections or the 2020 presidential con…
138,0.0,Wed Jan 10 16:11:52 +0000 2018,0.0,1.0,0.0,@CNN,39,@FOX5Atlanta @wsbtv @cbs46 @NBCNews @NBCNewsBrand @NBCNewsTHINK @nbc @UPonMSNBC @MSNBC @MSNBCYourBiz @CNN @CNNMoney… https://t.co/U3wz7eyZP8
139,-0.5106,Wed Jan 10 16:11:51 +0000 2018,0.125,0.875,0.0,@CNN,40,"RT @CNN: ""This f------ idiot is the president. It's The Emperor's New Clothes -- the guy is a f------ fool... our baby-in-chief -- the 'J--…"
140,0.0,Wed Jan 10 16:11:50 +0000 2018,0.0,1.0,0.0,@CNN,41,@janexbond @CNN @SenGillibrand Source?
141,-0.9442,Wed Jan 10 16:11:50 +0000 2018,0.502,0.498,0.0,@CNN,42,"@TheKookyCanuck @CNN how about liar, scumbag, sexual assault, fraud, pussy grabber. Just a few things that can be p… https://t.co/w4s0mqlIrc"
142,-0.1695,Wed Jan 10 16:11:50 +0000 2018,0.068,0.932,0.0,@CNN,43,RT @CNN: The US will not be prepared to defend against possible Russian meddling in the 2018 midterm elections or the 2020 presidential con…
143,0.0,Wed Jan 10 16:11:48 +0000 2018,0.0,1.0,0.0,@CNN,44,"John Lennon - Imagine - Lyrics https://t.co/FBQsJucspR via @YouTube

Prayers with you @Dreamers @CNN @MSNBC"
144,-0.4215,Wed Jan 10 16:11:46 +0000 2018,0.219,0.781,0.0,@CNN,45,RT @patni1111: @Sunrise51052 @ntvnyr173 @jaketapper @CNN “Stephen Miller Broke Jake Tapper.” 😂
145,0.0,Wed Jan 10 16:11:46 +0000 2018,0.0,1.0,0.0,@CNN,46,RT @CNN: A Republican Kansas lawmaker has stepped down from a leadership position after he said African-Americans were more susceptible to…
146,-0.0516,Wed Jan 10 16:11:43 +0000 2018,0.048,0.952,0.0,@CNN,47,RT @CNN: White House aides have been told to decide before the end of January whether they intend to leave the administration or stay throu…
147,0.0,Wed Jan 10 16:11:43 +0000 2018,0.0,1.0,0.0,@CNN,48,@CNN De Nero does have a way with words! And it has been matched by similar comments from Tillerson and a wide vari… https://t.co/ilt7W6V4ZA
148,0.3612,Wed Jan 10 16:11:42 +0000 2018,0.0,0.706,0.294,@CNN,49,@CNN Nothing like having your own opinions.
149,-0.4588,Wed Jan 10 16:11:41 +0000 2018,0.103,0.897,0.0,@CNN,50,RT @MSNBCPR: .@Morning_Joe sets the pace for the day and kicks off the 1st week of 2018 by beating @CNN in total viewers for the 60th week…
150,0.0,Wed Jan 10 16:11:39 +0000 2018,0.0,1.0,0.0,@CNN,51,@thescarfaceguy @CNN @carriesheffield @CNNOpinion Is there dishonesty in politics on both sides? Absolutely. But 45… https://t.co/VodKISbgVX
151,0.0,Wed Jan 10 16:11:39 +0000 2018,0.0,1.0,0.0,@CNN,52,"@Turntablez @CNN De Niro, Oprah, Weinstein, @BillClinton all birds of the same deviant left feather."
152,0.0,Wed Jan 10 16:11:39 +0000 2018,0.0,1.0,0.0,@CNN,53,@CNN https://t.co/yMDNdipwV8
153,0.0,Wed Jan 10 16:11:38 +0000 2018,0.0,1.0,0.0,@CNN,54,RT @CNN: A Republican Kansas lawmaker has stepped down from a leadership position after he said African-Americans were more susceptible to…
154,0.3923,Wed Jan 10 16:11:38 +0000 2018,0.053,0.832,0.115,@CNN,55,@CNN  COME ON!?  How hard can this be?  You can just play the 100s of tapes with him using those words.  You don't… https://t.co/4HAnmJ9PhY
155,0.0,Wed Jan 10 16:11:37 +0000 2018,0.0,1.0,0.0,@CNN,56,RT @CNN: Oprah built her multibillion-dollar career on her everywoman persona. But the reality is she's one of the savviest business execut…
156,-0.0516,Wed Jan 10 16:11:37 +0000 2018,0.048,0.952,0.0,@CNN,57,RT @CNN: White House aides have been told to decide before the end of January whether they intend to leave the administration or stay throu…
157,0.128,Wed Jan 10 16:11:37 +0000 2018,0.082,0.817,0.101,@CNN,58,"RT @CNN: Two musicians have cut business ties with H&amp;M after the fashion retailer used a young black model to promote a ""coolest monkey in…"
158,0.4404,Wed Jan 10 16:11:33 +0000 2018,0.0,0.838,0.162,@CNN,59,@katelynveronica @CNN I know that the vast majority of you Trump supporters aren't the most educated... https://t.co/p8yoSDraHE
159,0.0,Wed Jan 10 16:11:33 +0000 2018,0.0,1.0,0.0,@CNN,60,@CNN Bravo 👏🏾👏🏾👏🏾
160,0.2263,Wed Jan 10 16:11:32 +0000 2018,0.0,0.917,0.083,@CNN,61,"@CNN Why would anyone think this way? It is true that genetically, we are different, but in reality, human beings a… https://t.co/TaXFcWt7OV"
161,-0.7003,Wed Jan 10 16:11:31 +0000 2018,0.244,0.756,0.0,@CNN,62,@VanJones68 @CNN @kayleighmcenany Shame on you Van.  She is Part of the problem.  You have earned one less follower today.
162,0.4973,Wed Jan 10 16:11:29 +0000 2018,0.0,0.877,0.123,@CNN,63,@Gvolz89 @olivia_searcy @CNN or maybe only them were not racist at all unlike many people now and didn't look that black kid as a monkey
163,0.0,Wed Jan 10 16:11:29 +0000 2018,0.0,1.0,0.0,@CNN,64,@CNN As rush would say “ DITTO”
164,0.25,Wed Jan 10 16:11:28 +0000 2018,0.161,0.593,0.246,@CNN,65,Just as a suspected a quack -thanks @cnn and @yale https://t.co/uI1EzrX0jL
165,-0.1695,Wed Jan 10 16:11:28 +0000 2018,0.068,0.932,0.0,@CNN,66,RT @CNN: The US will not be prepared to defend against possible Russian meddling in the 2018 midterm elections or the 2020 presidential con…
166,-0.5106,Wed Jan 10 16:11:27 +0000 2018,0.125,0.875,0.0,@CNN,67,"RT @CNN: ""This f------ idiot is the president. It's The Emperor's New Clothes -- the guy is a f------ fool... our baby-in-chief -- the 'J--…"
167,-0.5106,Wed Jan 10 16:11:27 +0000 2018,0.125,0.875,0.0,@CNN,68,"RT @CNN: ""This f------ idiot is the president. It's The Emperor's New Clothes -- the guy is a f------ fool... our baby-in-chief -- the 'J--…"
168,-0.5562,Wed Jan 10 16:11:24 +0000 2018,0.545,0.455,0.0,@CNN,69,@CNN What an idiot!
169,0.4199,Wed Jan 10 16:11:24 +0000 2018,0.0,0.834,0.166,@CNN,70,@CNN Someone needs to grab trump by the pussy so he knows what it’s like!
170,0.2732,Wed Jan 10 16:11:24 +0000 2018,0.0,0.877,0.123,@CNN,71,"@mspoint1106 @kls_62 @CNN @MSNBC @SenFeinstein Agreed. The chyrons were all ""Feinstein released transcripts"" -- the… https://t.co/r6qWob963B"
171,0.4404,Wed Jan 10 16:11:24 +0000 2018,0.084,0.727,0.189,@CNN,72,RT @DriverWrites: File under - when random men send me critical emails about my @CNN articles &amp; treat a woman with a Ph.D. like a girl: “Mo…
172,-0.2942,Wed Jan 10 16:11:23 +0000 2018,0.114,0.886,0.0,@CNN,73,"@CNN @PoppyHarlowCNN whining about WH edits to transcript, then turns around and edits Pres. Trump's tweet! Harlow… https://t.co/HRag7MNp8D"
173,0.0,Wed Jan 10 16:11:23 +0000 2018,0.0,1.0,0.0,@CNN,74,"RT @CNN: Thailand’s prime minister sets up a cardboard cutout of himself at a press event, tells reporters to direct their questions to the…"
174,0.0,Wed Jan 10 16:11:23 +0000 2018,0.0,1.0,0.0,@CNN,75,@GrandpaPat1964 @CNN You’re probably in your mids 50s? I can already see you dementia kicking in man.
175,-0.0516,Wed Jan 10 16:11:22 +0000 2018,0.048,0.952,0.0,@CNN,76,RT @CNN: White House aides have been told to decide before the end of January whether they intend to leave the administration or stay throu…
176,0.2732,Wed Jan 10 16:11:21 +0000 2018,0.0,0.9,0.1,@CNN,77,@_AntiTrump_ @sparesoul @banke718 @CNN @DNC How much of a tool do you need to be to create a anti-trump twitter ID… https://t.co/XCzYskXras
177,0.0,Wed Jan 10 16:11:20 +0000 2018,0.0,1.0,0.0,@CNN,78,@CNN https://t.co/yMDNdiH8jI
178,0.6486,Wed Jan 10 16:11:18 +0000 2018,0.0,0.782,0.218,@CNN,79,"RT @CNN: With a net worth of more than $105 billion, Jeff Bezos is now the richest person in history https://t.co/vdKtLwkBUE https://t.co/x…"
179,-0.5106,Wed Jan 10 16:11:18 +0000 2018,0.125,0.875,0.0,@CNN,80,"RT @CNN: ""This f------ idiot is the president. It's The Emperor's New Clothes -- the guy is a f------ fool... our baby-in-chief -- the 'J--…"
180,0.0,Wed Jan 10 16:11:15 +0000 2018,0.0,1.0,0.0,@CNN,81,WHY isnt @GOPChairwoman Ronna McDaniel being called before #media in interviews &amp; articles to explain the Republica… https://t.co/BACQlkrBfi
181,-0.3566,Wed Jan 10 16:11:15 +0000 2018,0.184,0.816,0.0,@CNN,82,@CNN Probably because most states refused to turn it over to them.
182,-0.4215,Wed Jan 10 16:11:15 +0000 2018,0.203,0.797,0.0,@CNN,83,RT @CNN: These images show the mudslide devastation in California https://t.co/f12hBFnhGk https://t.co/6VlvJn5Oo2
183,-0.1695,Wed Jan 10 16:11:14 +0000 2018,0.068,0.932,0.0,@CNN,84,RT @CNN: The US will not be prepared to defend against possible Russian meddling in the 2018 midterm elections or the 2020 presidential con…
184,0.0,Wed Jan 10 16:11:14 +0000 2018,0.0,1.0,0.0,@CNN,85,@CNN Don't throw out the baby with the bath water
185,-0.1695,Wed Jan 10 16:11:12 +0000 2018,0.068,0.932,0.0,@CNN,86,RT @CNN: The US will not be prepared to defend against possible Russian meddling in the 2018 midterm elections or the 2020 presidential con…
186,-0.1695,Wed Jan 10 16:11:11 +0000 2018,0.068,0.932,0.0,@CNN,87,RT @CNN: The US will not be prepared to defend against possible Russian meddling in the 2018 midterm elections or the 2020 presidential con…
187,-0.2263,Wed Jan 10 16:11:10 +0000 2018,0.091,0.909,0.0,@CNN,88,@CNN Typical Demotard actor with a limited vocabulary and Brain. This what happens when they do not have a script t… https://t.co/0wtL8N90Ql
188,0.0,Wed Jan 10 16:11:10 +0000 2018,0.0,1.0,0.0,@CNN,89,@CNN https://t.co/2kRNMbv1wS
189,0.0,Wed Jan 10 16:11:10 +0000 2018,0.0,1.0,0.0,@CNN,90,@JenKoz4 @CNN cnn just wants ratings/$$$
190,-0.0516,Wed Jan 10 16:11:09 +0000 2018,0.048,0.952,0.0,@CNN,91,RT @CNN: White House aides have been told to decide before the end of January whether they intend to leave the administration or stay throu…
191,-0.5106,Wed Jan 10 16:11:08 +0000 2018,0.292,0.708,0.0,@CNN,92,@CNN Look in the mirror to see a bigger idiot
192,0.0,Wed Jan 10 16:12:14 +0000 2018,0.0,1.0,0.0,@CNN,93,@CNN Hahahahahahaha
193,-0.5106,Wed Jan 10 16:12:13 +0000 2018,0.125,0.875,0.0,@CNN,94,"RT @CNN: ""This f------ idiot is the president. It's The Emperor's New Clothes -- the guy is a f------ fool... our baby-in-chief -- the 'J--…"
194,0.0,Wed Jan 10 16:12:12 +0000 2018,0.0,1.0,0.0,@CNN,95,"RT @Amy_Siskind: @CNN Alums from Trump’s first call to Russia:  where are they now?  All gone except Pence, whose entire senior staff bolte…"
195,0.0,Wed Jan 10 16:12:11 +0000 2018,0.0,1.0,0.0,@CNN,96,"RT @CNN: Jorge Ramos on Trump calling for border wall to be part of DACA deal: ""If he wants the wall, let him have the wall. It's not going…"
196,-0.6249,Wed Jan 10 16:12:11 +0000 2018,0.369,0.631,0.0,@CNN,97,@CNN And the racism continues with the republicans.
197,-0.5106,Wed Jan 10 16:12:11 +0000 2018,0.125,0.875,0.0,@CNN,98,"RT @CNN: ""This f------ idiot is the president. It's The Emperor's New Clothes -- the guy is a f------ fool... our baby-in-chief -- the 'J--…"
198,-0.2732,Wed Jan 10 16:12:10 +0000 2018,0.174,0.734,0.093,@CNN,99,@CNN DeNiro is a pig. Why do you highlight him on your supposed news channel? No wonder you lack credibility by mak… https://t.co/yO2alMP5L1
199,-0.5423,Wed Jan 10 16:12:09 +0000 2018,0.259,0.741,0.0,@CNN,100,@CNN Is this how spoke with the woman he sexually harassed?
200,0.4215,Wed Jan 10 16:12:12 +0000 2018,0.0,0.882,0.118,@CBSNews,1,"RT @CBSNews: AVALANCHE: Webcam captures the moment a powerful avalanche hit the Swiss Alps, trapping about 13,000 people in the area on Thu…"
201,-0.5994,Wed Jan 10 16:12:12 +0000 2018,0.145,0.855,0.0,@CBSNews,2,"RT @CBSNews: It's so hot in Australia right now, bats are frying to death. “They basically boil...their brain just fries and they become in…"
202,0.5198,Wed Jan 10 16:12:10 +0000 2018,0.0,0.749,0.251,@CBSNews,3,@t_mrbarnett5918 @Qubaeley @stacey_toole @BraydenHall7 @MillenialReRum @JoshHarris25 @CBSNews Most are. Very true.
203,0.1027,Wed Jan 10 16:12:07 +0000 2018,0.0,0.94,0.06,@CBSNews,4,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
204,0.0,Wed Jan 10 16:12:01 +0000 2018,0.0,1.0,0.0,@CBSNews,5,@CBSNews https://t.co/LmjE4RCyfv
205,0.0,Wed Jan 10 16:11:57 +0000 2018,0.0,1.0,0.0,@CBSNews,6,RT @CBSNews: White House tells aides to decide whether they're staying in 2018 https://t.co/cSsLKusXPM https://t.co/QN0y8ybJZi
206,0.4215,Wed Jan 10 16:11:55 +0000 2018,0.0,0.882,0.118,@CBSNews,7,"RT @CBSNews: AVALANCHE: Webcam captures the moment a powerful avalanche hit the Swiss Alps, trapping about 13,000 people in the area on Thu…"
207,0.1027,Wed Jan 10 16:11:54 +0000 2018,0.0,0.94,0.06,@CBSNews,8,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
208,-0.4215,Wed Jan 10 16:11:43 +0000 2018,0.737,0.263,0.0,@CBSNews,9,@CBSNews Guilty
209,0.0,Wed Jan 10 16:11:42 +0000 2018,0.0,1.0,0.0,@CBSNews,10,@CBSNews Sen. Matt Huffman outlining a proposal to change Ohio's congressional redistricting process that gives leg… https://t.co/s8cNApXgfm
210,-0.3182,Wed Jan 10 16:11:42 +0000 2018,0.119,0.881,0.0,@CBSNews,11,"RT @JoeBartholomew3: @NkissChick @OwenGrandma @CBSNews Canadian seal hunting, flooding the south shores of lake Ontario, and dumping medica…"
211,0.0,Wed Jan 10 16:11:41 +0000 2018,0.0,1.0,0.0,@CBSNews,12,"RT @rodsandguitars: @RedHatGeek @2ANow @realDonaldTrump @cnnbrk @MSNBC @nytimes @CBSNews @ABC @NBCNews @washingtonpost And those ""journalis…"
212,0.1027,Wed Jan 10 16:11:39 +0000 2018,0.0,0.94,0.06,@CBSNews,13,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
213,-0.3182,Wed Jan 10 16:11:34 +0000 2018,0.126,0.874,0.0,@CBSNews,14,"@NkissChick @OwenGrandma @CBSNews Canadian seal hunting, flooding the south shores of lake Ontario, and dumping med… https://t.co/6DgJyDnIwZ"
214,0.1027,Wed Jan 10 16:11:24 +0000 2018,0.0,0.94,0.06,@CBSNews,15,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
215,0.0,Wed Jan 10 16:11:21 +0000 2018,0.0,1.0,0.0,@CBSNews,16,RT @CBSNews: White House tells aides to decide whether they're staying in 2018 https://t.co/cSsLKusXPM https://t.co/QN0y8ybJZi
216,0.0,Wed Jan 10 16:11:20 +0000 2018,0.0,1.0,0.0,@CBSNews,17,@Ericcamara6 @CBSNews @Jerickaduncan @Sethrogen https://t.co/X0Sh5Cbxg9. One of the accusers said this.
217,0.0,Wed Jan 10 16:11:07 +0000 2018,0.0,1.0,0.0,@CBSNews,18,RT @CBSNews: President Trump’s former chief strategist Steve Bannon is leaving the media world. He stepped down as executive chairman of  B…
218,0.1027,Wed Jan 10 16:11:03 +0000 2018,0.0,0.94,0.06,@CBSNews,19,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
219,0.0772,Wed Jan 10 16:10:59 +0000 2018,0.0,0.944,0.056,@CBSNews,20,"RT @CBSNews: .@GayleKing: What did you want to say about Chicago?
@LenaWaithe: I just really wanted to say that it’s not a jungle... That e…"
220,-0.6908,Wed Jan 10 16:10:59 +0000 2018,0.268,0.642,0.091,@CBSNews,21,"RT @Robert1288: @CBSNews @CBSThisMorning I wrote a high school play once. It was about “International spies, the Cold War, and stolen paint…"
221,-0.4215,Wed Jan 10 16:10:59 +0000 2018,0.174,0.826,0.0,@CBSNews,22,RT @CBSNews: A Louisiana school board is under fire after a teacher was forcibly removed from a board meeting after questioning the superin…
222,0.1027,Wed Jan 10 16:10:52 +0000 2018,0.0,0.94,0.06,@CBSNews,23,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
223,-0.3818,Wed Jan 10 16:10:52 +0000 2018,0.173,0.714,0.113,@CBSNews,24,"@CBSNews This honestly is exactly how I feel about the school budget why the hell couldn't they use that $38,000 to… https://t.co/D0lWjGtcap"
224,-0.4215,Wed Jan 10 16:10:45 +0000 2018,0.174,0.826,0.0,@CBSNews,25,RT @CBSNews: A Louisiana school board is under fire after a teacher was forcibly removed from a board meeting after questioning the superin…
225,0.0,Wed Jan 10 16:10:42 +0000 2018,0.0,1.0,0.0,@CBSNews,26,@JohnMRinaldi @CBSNews @Jerickaduncan This is one of the accusers tweets.
226,-0.264,Wed Jan 10 16:10:38 +0000 2018,0.507,0.493,0.0,@CBSNews,27,@CBSNews Seriously?? 🤦‍♂️
227,-0.4019,Wed Jan 10 16:10:33 +0000 2018,0.137,0.863,0.0,@CBSNews,28,RT @joecolon2011: @dieseldog73 @djhurls803 @CBSNews @ForeverLogical @NEAMedia This statement is part of the problem in this country. Unions…
228,0.4215,Wed Jan 10 16:10:31 +0000 2018,0.0,0.882,0.118,@CBSNews,29,"RT @CBSNews: AVALANCHE: Webcam captures the moment a powerful avalanche hit the Swiss Alps, trapping about 13,000 people in the area on Thu…"
229,0.3612,Wed Jan 10 16:10:27 +0000 2018,0.0,0.902,0.098,@CBSNews,30,RT @FranticSnail: @CBSNews Sounds like Anthony Fontana needs to be removed from his position if he can't bear to listen to teachers at a sc…
230,0.0,Wed Jan 10 16:10:24 +0000 2018,0.0,1.0,0.0,@CBSNews,31,"RT @Peterpan9166: @CBSNews Here is a link to view the full 12 minute video
https://t.co/tQk0c4K8ju"
231,0.0,Wed Jan 10 16:10:15 +0000 2018,0.0,1.0,0.0,@CBSNews,32,"RT @CBSNews: Oprah, trudging through ankle-deep mud, captured the aftermath of mudslides in her Santa Barbara neighborhood. The deadly muds…"
232,0.4663,Wed Jan 10 16:10:10 +0000 2018,0.17,0.493,0.337,@CBSNews,33,@CBSNews This really should be so easy.  These are innocent children.  Sad.
233,0.0,Wed Jan 10 16:10:09 +0000 2018,0.0,1.0,0.0,@CBSNews,34,@JohnMRinaldi @CBSNews @Jerickaduncan See this and RT.  Spread the word.  https://t.co/X0Sh5Cbxg9
234,0.1027,Wed Jan 10 16:10:03 +0000 2018,0.0,0.94,0.06,@CBSNews,35,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
235,0.1027,Wed Jan 10 16:10:01 +0000 2018,0.0,0.94,0.06,@CBSNews,36,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
236,0.1027,Wed Jan 10 16:10:00 +0000 2018,0.0,0.94,0.06,@CBSNews,37,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
237,0.5106,Wed Jan 10 16:09:47 +0000 2018,0.0,0.82,0.18,@CBSNews,38,RT @CBSNews: CLARIFICATION: U.S. Coast Guard rescue of family took place in Santa Barbara County https://t.co/2s83tBS2Z7
238,0.1027,Wed Jan 10 16:09:44 +0000 2018,0.0,0.94,0.06,@CBSNews,39,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
239,0.3182,Wed Jan 10 16:09:43 +0000 2018,0.0,0.913,0.087,@CBSNews,40,RT @CBSNews: WATCH: The U.S. Coast Guard rescues a family of five -- including a newborn and two dogs -- after their San Diego home was ove…
240,0.3597,Wed Jan 10 16:09:41 +0000 2018,0.0,0.878,0.122,@CBSNews,41,"RT @CBSNews: Pres. Trump's pronouncement of being a ""very stable genius"" prompted one Democratic lawmaker to unveil legislation requiring p…"
241,0.4215,Wed Jan 10 16:09:40 +0000 2018,0.0,0.882,0.118,@CBSNews,42,"RT @CBSNews: AVALANCHE: Webcam captures the moment a powerful avalanche hit the Swiss Alps, trapping about 13,000 people in the area on Thu…"
242,0.6369,Wed Jan 10 16:09:36 +0000 2018,0.0,0.792,0.208,@CBSNews,43,@CBSNews One of the best representations to show people that an avalanche is not all fluffy snow
243,0.4215,Wed Jan 10 16:09:32 +0000 2018,0.0,0.882,0.118,@CBSNews,44,"RT @CBSNews: AVALANCHE: Webcam captures the moment a powerful avalanche hit the Swiss Alps, trapping about 13,000 people in the area on Thu…"
244,0.4215,Wed Jan 10 16:09:31 +0000 2018,0.0,0.882,0.118,@CBSNews,45,"RT @CBSNews: AVALANCHE: Webcam captures the moment a powerful avalanche hit the Swiss Alps, trapping about 13,000 people in the area on Thu…"
245,0.0,Wed Jan 10 16:09:30 +0000 2018,0.0,1.0,0.0,@CBSNews,46,RT @Koalaburger: @dieseldog73 @djhurls803 @CBSNews @ForeverLogical @NEAMedia Which is why the middle class is disappearing and the 1% are t…
246,0.1027,Wed Jan 10 16:09:27 +0000 2018,0.0,0.94,0.06,@CBSNews,47,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
247,-0.1027,Wed Jan 10 16:09:24 +0000 2018,0.072,0.928,0.0,@CBSNews,48,"@Baconlvr23 @CBSNews @Jerickaduncan He's not leftist, he just pretends to be to keep his career.  Try watching his… https://t.co/lyGo5HTMGl"
248,-0.7096,Wed Jan 10 16:09:20 +0000 2018,0.747,0.253,0.0,@CBSNews,49,@CBSNews Worthless coward cop
249,0.1027,Wed Jan 10 16:09:17 +0000 2018,0.0,0.94,0.06,@CBSNews,50,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
250,-0.4588,Wed Jan 10 16:09:11 +0000 2018,0.231,0.769,0.0,@CBSNews,51,"@CBSNews Outrageous. And, it isn't a gender thing, it's a police state thing."
251,0.0,Wed Jan 10 16:09:00 +0000 2018,0.0,1.0,0.0,@CBSNews,52,"RT @CBSNews: Oprah, trudging through ankle-deep mud, captured the aftermath of mudslides in her Santa Barbara neighborhood. The deadly muds…"
