,Compound,Date,Negative,Neutral,Positive,Source,Tweets_Ago,text
252,0.4215,Wed Jan 10 16:08:59 +0000 2018,0.0,0.882,0.118,@CBSNews,53,"RT @CBSNews: AVALANCHE: Webcam captures the moment a powerful avalanche hit the Swiss Alps, trapping about 13,000 people in the area on Thu…"
253,0.1027,Wed Jan 10 16:08:58 +0000 2018,0.0,0.94,0.06,@CBSNews,54,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
254,0.0516,Wed Jan 10 16:08:50 +0000 2018,0.145,0.702,0.153,@CBSNews,55,@RedHatGeek @realDonaldTrump @cnnbrk @MSNBC @nytimes @CBSNews @ABC @NBCNews @washingtonpost Imagine how bad it would be if HRC had won
255,0.1027,Wed Jan 10 16:08:49 +0000 2018,0.0,0.94,0.06,@CBSNews,56,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
256,0.0,Wed Jan 10 16:08:49 +0000 2018,0.0,1.0,0.0,@CBSNews,57,@CNN @MSNBC @NPR @ABC @NBCNews @CBSNews @nytimes @washingtonpost @bpolitics @thehill @Reuters https://t.co/T8aiTAlTS7
257,0.0,Wed Jan 10 16:08:38 +0000 2018,0.0,1.0,0.0,@CBSNews,58,"RT @MatthewStover7: @NBCNews
@nprpolitics
@CBSNews
@ABC
#FollowTheWhiteRabbit https://t.co/0cPSLpgc3H"
258,0.0,Wed Jan 10 16:08:33 +0000 2018,0.0,1.0,0.0,@CBSNews,59,Meryl Streep talks about how Mariah Carey stole her seat at... https://t.co/NQA1xiXpOO via @CBSNews https://t.co/id02EFepq3
259,0.1027,Wed Jan 10 16:08:32 +0000 2018,0.0,0.94,0.06,@CBSNews,60,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
260,0.1027,Wed Jan 10 16:08:28 +0000 2018,0.0,0.94,0.06,@CBSNews,61,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
261,-0.34,Wed Jan 10 16:08:21 +0000 2018,0.088,0.912,0.0,@CBSNews,62,@CBSNews Also it seems to me he was ordered to arrest her.  Why did the board make that order? I think that is the real issue here.
262,0.1027,Wed Jan 10 16:08:19 +0000 2018,0.0,0.94,0.06,@CBSNews,63,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
263,0.4215,Wed Jan 10 16:08:19 +0000 2018,0.0,0.882,0.118,@CBSNews,64,"RT @CBSNews: AVALANCHE: Webcam captures the moment a powerful avalanche hit the Swiss Alps, trapping about 13,000 people in the area on Thu…"
264,0.3612,Wed Jan 10 16:08:18 +0000 2018,0.0,0.783,0.217,@CBSNews,65,@leonardjfrench @CBSNews I feel like I've heard Andy Savage's name before.
265,0.1027,Wed Jan 10 16:08:15 +0000 2018,0.0,0.94,0.06,@CBSNews,66,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
266,0.4463,Wed Jan 10 16:08:11 +0000 2018,0.0,0.853,0.147,@CBSNews,67,@CBSNews Not that this isn’t a “fun” conversation but aren’t there more important things going on in the world?!
267,0.1027,Wed Jan 10 16:08:11 +0000 2018,0.0,0.94,0.06,@CBSNews,68,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
268,0.0,Wed Jan 10 16:08:10 +0000 2018,0.0,1.0,0.0,@CBSNews,69,"RT @JoeBartholomew3: @OwenGrandma @NkissChick @CBSNews And Justin trudeau's policy on Lake Ontario is flooding the South shores, the Americ…"
269,0.0,Wed Jan 10 16:08:09 +0000 2018,0.0,1.0,0.0,@CBSNews,70,@CordnerLee @CBSNews @CBSSF @Jerickaduncan https://t.co/X0Sh5Cbxg9
270,0.4215,Wed Jan 10 16:08:04 +0000 2018,0.0,0.882,0.118,@CBSNews,71,"RT @CBSNews: AVALANCHE: Webcam captures the moment a powerful avalanche hit the Swiss Alps, trapping about 13,000 people in the area on Thu…"
271,0.1027,Wed Jan 10 16:08:02 +0000 2018,0.0,0.94,0.06,@CBSNews,72,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
272,0.1027,Wed Jan 10 16:08:01 +0000 2018,0.0,0.94,0.06,@CBSNews,73,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
273,-0.3818,Wed Jan 10 16:07:57 +0000 2018,0.206,0.794,0.0,@CBSNews,74,"@CBSNews @Jerickaduncan Again, doing your job for you.  https://t.co/X0Sh5Cbxg9. She lied."
274,0.1027,Wed Jan 10 16:07:57 +0000 2018,0.0,0.94,0.06,@CBSNews,75,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
275,0.4215,Wed Jan 10 16:07:55 +0000 2018,0.0,0.882,0.118,@CBSNews,76,"RT @CBSNews: AVALANCHE: Webcam captures the moment a powerful avalanche hit the Swiss Alps, trapping about 13,000 people in the area on Thu…"
276,0.0,Wed Jan 10 16:07:55 +0000 2018,0.0,1.0,0.0,@CBSNews,77,"@OwenGrandma @NkissChick @CBSNews And Justin trudeau's policy on Lake Ontario is flooding the South shores, the Ame… https://t.co/2m6V7wr8hW"
277,0.7513,Wed Jan 10 16:07:54 +0000 2018,0.0,0.156,0.844,@CBSNews,78,@CBSNews WOW!!!
278,0.1027,Wed Jan 10 16:07:47 +0000 2018,0.0,0.94,0.06,@CBSNews,79,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
279,0.0,Wed Jan 10 16:07:43 +0000 2018,0.0,1.0,0.0,@CBSNews,80,".
If you fancy a real ""#GetAwayFromItAll"" vacation why not try #StHelena in the middle of the South Atlantic
Not th… https://t.co/0PZe8zRzAu"
280,0.1027,Wed Jan 10 16:07:41 +0000 2018,0.0,0.94,0.06,@CBSNews,81,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
281,0.3182,Wed Jan 10 16:07:41 +0000 2018,0.0,0.881,0.119,@CBSNews,82,@CBSNews The entire nation should legalize marijuana for recreational use and medical use.  That would increase the… https://t.co/lRLa0ghyp2
282,-0.5994,Wed Jan 10 16:07:38 +0000 2018,0.145,0.855,0.0,@CBSNews,83,"RT @CBSNews: It's so hot in Australia right now, bats are frying to death. “They basically boil...their brain just fries and they become in…"
283,-0.3612,Wed Jan 10 16:07:36 +0000 2018,0.122,0.878,0.0,@CBSNews,84,RT @nvrggivup: #stablegenius we see @CNN @cnnbrk @cnni @CNNPolitics @MSNBC @maddow @ABC @ABCNetwork @CBSNews @CBS @NBCNews is unstable. Use…
284,0.1027,Wed Jan 10 16:07:35 +0000 2018,0.0,0.94,0.06,@CBSNews,85,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
285,-0.34,Wed Jan 10 16:07:35 +0000 2018,0.124,0.876,0.0,@CBSNews,86,RT @CBSNews: DEVELOPING: Fire at New York City's Trump Tower; aerial views show firefighters on the roof https://t.co/LBqYMCa1kG
286,0.4215,Wed Jan 10 16:07:34 +0000 2018,0.0,0.882,0.118,@CBSNews,87,"RT @CBSNews: AVALANCHE: Webcam captures the moment a powerful avalanche hit the Swiss Alps, trapping about 13,000 people in the area on Thu…"
287,0.1027,Wed Jan 10 16:07:32 +0000 2018,0.0,0.94,0.06,@CBSNews,88,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
288,0.0,Wed Jan 10 16:07:31 +0000 2018,0.0,1.0,0.0,@CBSNews,89,RT @CBSNews: White House tells aides to decide whether they're staying in 2018 https://t.co/cSsLKusXPM https://t.co/QN0y8ybJZi
289,-0.4981,Wed Jan 10 16:07:28 +0000 2018,0.159,0.841,0.0,@CBSNews,90,"RT @GraceTiscareno: @ArcticFox_am_I @Peterpan9166 @Sandy81798642 @CBSNews Remain silent? 

Fuckkk that! 

This is the USA. You have NO righ…"
290,0.0,Wed Jan 10 16:07:17 +0000 2018,0.102,0.795,0.102,@CBSNews,91,"RT @ArcticFox_am_I: @Peterpan9166 @Sandy81798642 @CBSNews Yes, in MO it is the same for teachers. You have to remain silent, or lose your j…"
291,0.4215,Wed Jan 10 16:12:12 +0000 2018,0.0,0.882,0.118,@CBSNews,92,"RT @CBSNews: AVALANCHE: Webcam captures the moment a powerful avalanche hit the Swiss Alps, trapping about 13,000 people in the area on Thu…"
292,-0.5994,Wed Jan 10 16:12:12 +0000 2018,0.145,0.855,0.0,@CBSNews,93,"RT @CBSNews: It's so hot in Australia right now, bats are frying to death. “They basically boil...their brain just fries and they become in…"
293,0.5198,Wed Jan 10 16:12:10 +0000 2018,0.0,0.749,0.251,@CBSNews,94,@t_mrbarnett5918 @Qubaeley @stacey_toole @BraydenHall7 @MillenialReRum @JoshHarris25 @CBSNews Most are. Very true.
294,0.1027,Wed Jan 10 16:12:07 +0000 2018,0.0,0.94,0.06,@CBSNews,95,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
295,0.0,Wed Jan 10 16:12:01 +0000 2018,0.0,1.0,0.0,@CBSNews,96,@CBSNews https://t.co/LmjE4RCyfv
296,0.0,Wed Jan 10 16:11:57 +0000 2018,0.0,1.0,0.0,@CBSNews,97,RT @CBSNews: White House tells aides to decide whether they're staying in 2018 https://t.co/cSsLKusXPM https://t.co/QN0y8ybJZi
297,0.4215,Wed Jan 10 16:11:55 +0000 2018,0.0,0.882,0.118,@CBSNews,98,"RT @CBSNews: AVALANCHE: Webcam captures the moment a powerful avalanche hit the Swiss Alps, trapping about 13,000 people in the area on Thu…"
298,0.1027,Wed Jan 10 16:11:54 +0000 2018,0.0,0.94,0.06,@CBSNews,99,"RT @CBSNews: ""Are you kidding me... you just pushed me to the floor."" A teacher was forcibly removed and handcuffed after speaking up about…"
299,-0.4215,Wed Jan 10 16:11:43 +0000 2018,0.737,0.263,0.0,@CBSNews,100,@CBSNews Guilty
300,0.0,Wed Jan 10 16:12:16 +0000 2018,0.0,1.0,0.0,@FoxNews,1,"RT @FoxNews: .@RepSwalwell: ""All of the arrows continue to point to a personal, political, and financial relationship that Donald #Trump ha…"
301,-0.3612,Wed Jan 10 16:12:16 +0000 2018,0.128,0.872,0.0,@FoxNews,2,@paulpappalardo1 @FoxNews @marcorubio I actual am researching now. It makes it difficult to do so she the administr… https://t.co/xmxWj79W4g
302,-0.6705,Wed Jan 10 16:12:15 +0000 2018,0.407,0.593,0.0,@FoxNews,3,"RT @FoxNews: African American unemployment rate, lowest since 1972 https://t.co/CeloOzDW96"
303,0.0,Wed Jan 10 16:12:14 +0000 2018,0.0,1.0,0.0,@FoxNews,4,@FoxNews @brookefoxnews Why does he even listen to them. It's obvious that they should be disbanded. They are making up laws as they go.
304,0.0,Wed Jan 10 16:12:14 +0000 2018,0.0,1.0,0.0,@FoxNews,5,@FoxNews @SecNielsen @POTUS  https://t.co/IUsGRFVioK
305,0.0,Wed Jan 10 16:12:14 +0000 2018,0.0,1.0,0.0,@FoxNews,6,RT @007Ding: @CindyHargest @TuckerCarlson @FoxNews Someone's not paying attention. So far the only connection to Russia is with the DNC and…
306,0.0,Wed Jan 10 16:12:14 +0000 2018,0.0,1.0,0.0,@FoxNews,7,"RT @FoxNews: Trump blasts court system as 'broken,' 'unfair' after DACA ruling - via @brookefoxnews 
https://t.co/bPr7jIs8OD"
307,0.0,Wed Jan 10 16:12:13 +0000 2018,0.0,1.0,0.0,@FoxNews,8,"@007Ding @CindyHargest @TuckerCarlson @FoxNews @foxheadlines hey Steve Dingleberry, https://t.co/hcnsZoZMqg"
308,0.0,Wed Jan 10 16:12:12 +0000 2018,0.0,1.0,0.0,@FoxNews,9,@rewindpulaski1 @wrestling_1000 @FoxNews @realDonaldTrump @SenFeinstein  https://t.co/fsKKTJfZBE
309,0.5975,Wed Jan 10 16:12:12 +0000 2018,0.042,0.784,0.174,@FoxNews,10,"RT @FoxNews: Lt. Col. Ralph Peters: ""We don't war with North Korea. We don't want a military confrontation. But if it comes to it, if to pr…"
310,0.4939,Wed Jan 10 16:12:12 +0000 2018,0.108,0.647,0.246,@FoxNews,11,@LesroJones @Lukelakers @TomWellborn @FoxNews @FBI @realDonaldTrump Glad to see you found some evidence to support your argument 😂😂😂
311,0.0,Wed Jan 10 16:12:11 +0000 2018,0.0,1.0,0.0,@FoxNews,12,@jcreechy @Lukelakers @TomWellborn @FoxNews @FBI @realDonaldTrump  https://t.co/a8kTFJTEI4
312,0.4391,Wed Jan 10 16:12:10 +0000 2018,0.0,0.814,0.186,@FoxNews,13,@IngrahamAngle @Scaramucci @FoxNews And I’m sure Laura that Oprah or the “ Golden globe girls” really want your adv… https://t.co/Do0zSz5O5T
313,0.3818,Wed Jan 10 16:12:10 +0000 2018,0.0,0.852,0.148,@FoxNews,14,"RT @FoxNews: Trump deserves 'big credit' for sparking North Korea talks, South Korea's president says https://t.co/BR2iommiJe"
314,0.34,Wed Jan 10 16:12:10 +0000 2018,0.06,0.819,0.121,@FoxNews,15,@OryBri @FoxNews @SecNielsen You have been hard to read sometimes. Lol. There’s time I’ll read what you tweet and I… https://t.co/A9z4GrIPlW
315,0.7269,Wed Jan 10 16:12:10 +0000 2018,0.0,0.736,0.264,@FoxNews,16,"RT @BeverlyTravis14: @TuckerCarlson @FoxNews Husband 100% disabled Vietnam vet, wanted to see a good optamologist, only has eye care throug…"
316,-0.0772,Wed Jan 10 16:12:09 +0000 2018,0.067,0.933,0.0,@FoxNews,17,"@FallingdownAl @FoxNews @SenSchumer @POTUS @GOP Not my views, bud. I’m talking numbers &amp; facts. Sorry you can’t han… https://t.co/FxUDTJXlgW"
317,0.0,Wed Jan 10 16:12:08 +0000 2018,0.0,1.0,0.0,@FoxNews,18,"RT @FoxNews: .@LaraLeaTrump: ""It's going to be a lot harder, I think, to run against [@POTUS] in 2020 than anybody is suggesting right now,…"
318,0.0,Wed Jan 10 16:12:08 +0000 2018,0.0,1.0,0.0,@FoxNews,19,"RT @FoxNews: .@SteveScalise: ""When you're in meetings with @POTUS, it's all business. You've got a man here who wants to get our economy mo…"
319,-0.7717,Wed Jan 10 16:12:08 +0000 2018,0.295,0.705,0.0,@FoxNews,20,@Restoration2020 @Princess__Jayyy @FoxNews “I got caught making up fake shit about acid rain that never happened an… https://t.co/jT0Ns2DXwo
320,0.0,Wed Jan 10 16:12:07 +0000 2018,0.0,1.0,0.0,@FoxNews,21,RT @CindyHargest: @TuckerCarlson @FoxNews Why do the Russians get to hack our elections and decide who is president and then get a pass fro…
321,-0.3412,Wed Jan 10 16:12:07 +0000 2018,0.256,0.744,0.0,@FoxNews,22,@FoxNews Judge is a liberal and not a good American
322,-0.1531,Wed Jan 10 16:12:07 +0000 2018,0.21,0.617,0.173,@FoxNews,23,RT @FoxNews: WWE star rescued after being trapped in airplane bathroom https://t.co/Wk5iLCo1Vk
323,0.0,Wed Jan 10 16:12:06 +0000 2018,0.0,1.0,0.0,@FoxNews,24,California Rep. Darrell Issa to retire after the end of his term https://t.co/wpRXqdHXZG via the @FoxNews Android app
324,-0.296,Wed Jan 10 16:12:06 +0000 2018,0.104,0.896,0.0,@FoxNews,25,RT @TheWisemanSaid2: @realDonaldTrump - if this is the Alt reality you live in - it's time to stop watching #fauxnews @FoxNews @foxandfrien…
325,-0.5267,Wed Jan 10 16:12:06 +0000 2018,0.327,0.673,0.0,@FoxNews,26,@FoxNews @SenSchumer @POTUS Schumer is a lying scum bag
326,0.0,Wed Jan 10 16:12:06 +0000 2018,0.0,1.0,0.0,@FoxNews,27,@realDonaldTrump @FoxNews @Jerusalem_Post @TheMossadIL  https://t.co/kOQev14ZjV
327,0.0,Wed Jan 10 16:12:04 +0000 2018,0.0,1.0,0.0,@FoxNews,28,@Catsinaboxnot @penguinphilsofr @LisbethMA @BeverlyTravis14 @IggyRN80 @TuckerCarlson @FoxNews Had my husband not go… https://t.co/S3QgYHKTw2
328,0.0,Wed Jan 10 16:12:04 +0000 2018,0.0,1.0,0.0,@FoxNews,29,@elanajoy1982 @JefferyLHoward1 @FoxNews  https://t.co/SmDQSMXiGS
329,0.7269,Wed Jan 10 16:12:03 +0000 2018,0.0,0.736,0.264,@FoxNews,30,"RT @BeverlyTravis14: @TuckerCarlson @FoxNews Husband 100% disabled Vietnam vet, wanted to see a good optamologist, only has eye care throug…"
330,0.0,Wed Jan 10 16:12:03 +0000 2018,0.0,1.0,0.0,@FoxNews,31,"RT @IWillRedPillYou: Fox News is equal to the rest of the #FakeNews MSM.
Today referring to #FusionGPS, @FoxNews writes Fusion GPS is an ""o…"
331,-0.4588,Wed Jan 10 16:12:03 +0000 2018,0.158,0.842,0.0,@FoxNews,32,"RT @FoxNews: Emily Hall: ""Conservative students on campus feel threatened both physically and in their academics."" https://t.co/rt10ohK0yq"
332,-0.296,Wed Jan 10 16:12:03 +0000 2018,0.306,0.694,0.0,@FoxNews,33,@FoxNews @GeraldoRivera No that was RNC
333,0.0,Wed Jan 10 16:12:02 +0000 2018,0.0,1.0,0.0,@FoxNews,34,RT @TuckerCarlson: If someone sneaks into the country illegally why should they get to bring their relatives? #Tucker @FoxNews
334,0.0,Wed Jan 10 16:12:02 +0000 2018,0.0,1.0,0.0,@FoxNews,35,@glennyork @FoxNews @SenSchumer @POTUS  https://t.co/o2ySr39lFV
335,0.0,Wed Jan 10 16:12:01 +0000 2018,0.0,1.0,0.0,@FoxNews,36,"RT @FoxNews: .@SecNielsen: ""The wall works. We have evidence and figures that show that... In 2006, it was a bipartisan approach to securin…"
336,0.0,Wed Jan 10 16:12:01 +0000 2018,0.0,1.0,0.0,@FoxNews,37,"Hey @FoxNews why aren't you all over this? Oh, that's right, they're not Mexican... and they're Russian--your collu… https://t.co/WsvlS4HNSE"
337,-0.636,Wed Jan 10 16:12:00 +0000 2018,0.244,0.756,0.0,@FoxNews,38,"@FoxNews @RealSheriffJoe You have got the guts to use torture too. What a man!
https://t.co/njMQegJHy2"
338,0.4549,Wed Jan 10 16:12:00 +0000 2018,0.133,0.63,0.237,@FoxNews,39,"RT @dgvreiman: @MAGA_Len @CindyHargest @TuckerCarlson @FoxNews Also, take out the fraud votes and Trump most likely won the popular vote by…"
339,0.0,Wed Jan 10 16:11:57 +0000 2018,0.0,1.0,0.0,@FoxNews,40,"RT @FoxNews: .@SecNielsen: ""The wall works. We have evidence and figures that show that... In 2006, it was a bipartisan approach to securin…"
340,0.4753,Wed Jan 10 16:11:57 +0000 2018,0.0,0.829,0.171,@FoxNews,41,@FoxNews So now courts are mandating un-constitutional orders remain in place......I think I see an opportunity here!
341,0.4215,Wed Jan 10 16:11:56 +0000 2018,0.0,0.877,0.123,@FoxNews,42,"RT @kurteichenwald: Commentator on @FoxNews said Salvadoran families in the United States on residency permits should be split up, with par…"
342,0.4019,Wed Jan 10 16:11:55 +0000 2018,0.101,0.729,0.17,@FoxNews,43,"RT @FoxNews: Moments ago in a series of tweets, President @realDonaldTrump slammed Democrats over ""the single greatest Witch Hunt in Americ…"
343,0.0,Wed Jan 10 16:11:55 +0000 2018,0.0,1.0,0.0,@FoxNews,44,"@IngrahamAngle @Scaramucci @FoxNews Hi Ms. Laura, 
1) Dreamers citizens due to Government lapse in policies, people… https://t.co/qGqgiH5GbX"
344,0.0,Wed Jan 10 16:11:54 +0000 2018,0.0,1.0,0.0,@FoxNews,45,@TuckerCarlson @FoxNews Uggg spell check got me.. but point made
345,0.25,Wed Jan 10 16:11:53 +0000 2018,0.104,0.743,0.153,@FoxNews,46,Say it out loud. #SteeleDossier  warned our intelligence institutions that #DonTheCon was being blackmailed by Puti… https://t.co/VbjlXB6cGC
346,-0.3818,Wed Jan 10 16:11:52 +0000 2018,0.126,0.874,0.0,@FoxNews,47,"RT @MAGA_Len: @CindyHargest @TuckerCarlson @FoxNews You have it backwards..  Trump beat out 16 highly qualified politicians, then upset Hil…"
347,0.0,Wed Jan 10 16:11:52 +0000 2018,0.0,1.0,0.0,@FoxNews,48,California Rep. Darrell Issa to retire after the end of his term https://t.co/rw6RCpraQY via the @FoxNews Android app
348,0.0,Wed Jan 10 16:11:52 +0000 2018,0.0,1.0,0.0,@FoxNews,49,RT @The_Warrioress: @bgood12345 @ARsRcool @FoxNews I don't C how these judges can dictate what @POTUS can or cannot do &amp; Y congress allows…
349,0.0,Wed Jan 10 16:11:52 +0000 2018,0.0,1.0,0.0,@FoxNews,50,"RT @FoxNews: .@SecNielsen: ""The [border wall] proposal that we've been discussing now is 700 miles over the next ten years."" https://t.co/G…"
350,0.4767,Wed Jan 10 16:11:51 +0000 2018,0.0,0.876,0.124,@FoxNews,51,RT @jsholt1: @TuckerCarlson @FoxNews You can't expect someone to respect your laws when u heir first act in coming to the country is breaki…
351,-0.4404,Wed Jan 10 16:11:49 +0000 2018,0.182,0.818,0.0,@FoxNews,52,RT @SometimesYouDie: UNICEF Attacks Israel &amp; IDF https://t.co/JWeacFj7Gu @FoxNews @LibertyBell1000 @marklevinshow @LouDobbs @IsraeliPM #Isr…
352,-0.6113,Wed Jan 10 16:11:49 +0000 2018,0.174,0.826,0.0,@FoxNews,53,@TomWellborn @FoxNews Can’t answer the question so attack the person who asked for an explanation. Typical of the “… https://t.co/1gL1KgpkiZ
353,0.1864,Wed Jan 10 16:11:49 +0000 2018,0.165,0.579,0.256,@FoxNews,54,"@BeverlyTravis14 @TuckerCarlson @FoxNews Unbelievable. How on earth does anyone support this nonsense, really?  How?"
354,-0.6711,Wed Jan 10 16:11:49 +0000 2018,0.234,0.766,0.0,@FoxNews,55,@FoxNews @SenSchumer @POTUS Always all the competition politicians game and not what is good for the American people that's sad
355,0.0,Wed Jan 10 16:11:49 +0000 2018,0.0,1.0,0.0,@FoxNews,56,"RT @FoxNews: .@SecNielsen: ""The wall works. We have evidence and figures that show that... In 2006, it was a bipartisan approach to securin…"
356,-0.3004,Wed Jan 10 16:11:49 +0000 2018,0.204,0.66,0.136,@FoxNews,57,"RT @1TerryFox: @FoxNews @realDonaldTrump divided this country by condoning hate, and not rejecting it."
357,-0.5848,Wed Jan 10 16:11:48 +0000 2018,0.159,0.841,0.0,@FoxNews,58,I think my job should do this too. Even a small dosage of @FoxNews is bad for your short/long term health aspects! https://t.co/3pXbWwwICa
358,0.5975,Wed Jan 10 16:11:48 +0000 2018,0.042,0.784,0.174,@FoxNews,59,"RT @FoxNews: Lt. Col. Ralph Peters: ""We don't war with North Korea. We don't want a military confrontation. But if it comes to it, if to pr…"
359,0.0,Wed Jan 10 16:11:48 +0000 2018,0.0,1.0,0.0,@FoxNews,60,@DavidDJPearl @TuckerCarlson @FoxNews @IngrahamAngle @LouDobbs @SheriffClarke @SebGorka CNN is always on
360,-0.5945,Wed Jan 10 16:11:47 +0000 2018,0.326,0.674,0.0,@FoxNews,61,@FoxNews Why do you publish so much unsubstantiated shit
361,0.4926,Wed Jan 10 16:11:47 +0000 2018,0.0,0.834,0.166,@FoxNews,62,@BeverlyTravis14 @IggyRN80 @TuckerCarlson @FoxNews Good question! I believe that there is an entity with in our bor… https://t.co/s9w7KUw6VB
362,0.0258,Wed Jan 10 16:11:45 +0000 2018,0.104,0.788,0.108,@FoxNews,63,@FoxNews How ridiculous everyone that wants to get anything from Trump tries to give them credit for things he does… https://t.co/PVGzFBJCwe
363,0.0,Wed Jan 10 16:11:45 +0000 2018,0.0,1.0,0.0,@FoxNews,64,RT @FoxNews: Joe Arpaio Slams Sen. Flake: 'He Didn't Have the Guts' to Run for Re-Election https://t.co/37ucuXhglG
364,-0.1531,Wed Jan 10 16:11:45 +0000 2018,0.21,0.617,0.173,@FoxNews,65,RT @FoxNews: WWE star rescued after being trapped in airplane bathroom https://t.co/Wk5iLCo1Vk
365,0.5975,Wed Jan 10 16:11:45 +0000 2018,0.042,0.784,0.174,@FoxNews,66,"RT @FoxNews: Lt. Col. Ralph Peters: ""We don't war with North Korea. We don't want a military confrontation. But if it comes to it, if to pr…"
366,-0.128,Wed Jan 10 16:11:44 +0000 2018,0.174,0.632,0.194,@FoxNews,67,"@mc_leod11 @FoxNews Yes, sir. Killing Bin Laden, trying to give all Americans health coverage and restoring world f… https://t.co/WRMo7hrHaM"
367,0.0,Wed Jan 10 16:11:44 +0000 2018,0.0,1.0,0.0,@FoxNews,68,RT @TuckerCarlson: If someone sneaks into the country illegally why should they get to bring their relatives? #Tucker @FoxNews
368,0.0,Wed Jan 10 16:11:43 +0000 2018,0.0,1.0,0.0,@FoxNews,69,RT @TuckerCarlson: The goal of Democrats is to import more Democratic voters by any means necessary #Tucker @FoxNews
369,-0.0572,Wed Jan 10 16:11:42 +0000 2018,0.053,0.947,0.0,@FoxNews,70,"RT @FoxNews: .@RealSheriffJoe: ""There's a lot of people who don't want me to go to Washington... I got the guts to face all the detractors…"
370,0.0,Wed Jan 10 16:11:39 +0000 2018,0.0,1.0,0.0,@FoxNews,71,@FoxNews @FoxBusiness @realDonaldTrump @PressSec @KellyannePolls @SebGorka @Varneyco @LouDobbs https://t.co/kgsBV1ayAL
371,-0.5994,Wed Jan 10 16:11:38 +0000 2018,0.17,0.83,0.0,@FoxNews,72,@hopelesslyhippy @FoxNews @SenSchumer @POTUS Then the Dems are going to let DACA die on the vine. Because they won't compromise.
372,0.3612,Wed Jan 10 16:11:38 +0000 2018,0.0,0.857,0.143,@FoxNews,73,"RT @FoxNews: .@POTUS on the wall: ""I like to build under budget, ahead of schedule."" https://t.co/Dqg1tUyyBG"
373,0.0,Wed Jan 10 16:11:37 +0000 2018,0.0,1.0,0.0,@FoxNews,74,RT @TuckerCarlson: The goal of Democrats is to import more Democratic voters by any means necessary #Tucker @FoxNews
374,-0.6808,Wed Jan 10 16:11:37 +0000 2018,0.318,0.682,0.0,@FoxNews,75,"RT @FoxNews: Kim Jong Un's weak voice signals possible kidney problem, expert claims https://t.co/00wAsynqU6"
