,Compound,Date,Negative,Neutral,Positive,Source,Tweets_Ago,text
375,0.0,Wed Jan 10 16:11:36 +0000 2018,0.0,1.0,0.0,@FoxNews,76,@FoxNews @SenSchumer @POTUS Chuck. You don't have a clue about securoty.
376,0.0,Wed Jan 10 16:11:36 +0000 2018,0.0,1.0,0.0,@FoxNews,77,RT @TuckerCarlson: If someone sneaks into the country illegally why should they get to bring their relatives? #Tucker @FoxNews
377,0.0,Wed Jan 10 16:11:34 +0000 2018,0.0,1.0,0.0,@FoxNews,78,@FoxNews @SecNielsen What? 70mi a yr? 😁😂not what Potus said
378,-0.2732,Wed Jan 10 16:11:33 +0000 2018,0.091,0.909,0.0,@FoxNews,79,RT @EastCoastMAGA: @tigersimon27 @marthamaccallum @FoxNews Yup I don't buy it. Her reaction when he was cut off seemed as if she knew what…
379,0.0,Wed Jan 10 16:11:33 +0000 2018,0.0,1.0,0.0,@FoxNews,80,"RT @darryljordan: 🚄🚄🚄🚄💨🇺🇸🇺🇸🇺🇸🇺🇸
@POTUS @VP @seanhannity @IngrahamAngle @JudgeJeanine @Foxnews @TuckerCarlson @realDonaldTrump @DonaldJTrump…"
380,0.3818,Wed Jan 10 16:11:33 +0000 2018,0.0,0.852,0.148,@FoxNews,81,"RT @FoxNews: Trump deserves 'big credit' for sparking North Korea talks, South Korea's president says https://t.co/M7Y95qp4CF"
381,-0.1027,Wed Jan 10 16:11:33 +0000 2018,0.065,0.935,0.0,@FoxNews,82,@FoxNews @SenSchumer @POTUS I think Congress should pass a bill to pay for the wall that matches dollar for dollar that Mexico provides.
382,-0.8689,Wed Jan 10 16:11:33 +0000 2018,0.386,0.614,0.0,@FoxNews,83,"@julescrna316 @BrownTownClownT @embeatty3 @FoxNews The violence and gangs in home are going to kill them

mmmmmmkay?"
383,0.0,Wed Jan 10 16:11:31 +0000 2018,0.0,1.0,0.0,@FoxNews,84,@FoxNews experts claim trumps speech and inabilty to handle stairs points to major medical issues also.
384,-0.6669,Wed Jan 10 16:11:31 +0000 2018,0.285,0.596,0.119,@FoxNews,85,@FoxNews is so stupid they ask a buzzfeed friend Dick Sherman if @realDonaldTrump should sue Buzzfeed what a tool foxnews is
385,0.0,Wed Jan 10 16:11:29 +0000 2018,0.0,1.0,0.0,@FoxNews,86,"@HouseRepubiclan @FoxNews You nailed it, One dying of liver disease and the other a very old man with nothing much… https://t.co/lnGmX88Aso"
386,0.2292,Wed Jan 10 16:11:29 +0000 2018,0.091,0.773,0.135,@FoxNews,87,".@FoxNews confirms Rep @DarrellIssa (R) will not seek reelection, creating 2018 Democratic pickup opportunity for the California seat."
387,0.4588,Wed Jan 10 16:11:29 +0000 2018,0.0,0.8,0.2,@FoxNews,88,"RT @FoxNews: .@SecNielsen: ""@POTUS is showing his compassion for the DACA recipients."" https://t.co/REgPdMiSYc"
388,-0.4767,Wed Jan 10 16:11:29 +0000 2018,0.154,0.846,0.0,@FoxNews,89,"@FoxNews How about the Hollywood world suffering under De Niro's buddy, Harvey Weinstein? You didn't know anything… https://t.co/1waLTKmgAu"
389,0.2732,Wed Jan 10 16:11:29 +0000 2018,0.0,0.92,0.08,@FoxNews,90,"RT @FoxNews: .@POTUS: ""We need a certain portion of that border to have the wall. If you don't have it, you can never have security."" https…"
390,0.0,Wed Jan 10 16:11:28 +0000 2018,0.0,1.0,0.0,@FoxNews,91,@CindyHargest @TuckerCarlson @FoxNews Oh grow up.
391,-0.4588,Wed Jan 10 16:11:28 +0000 2018,0.158,0.842,0.0,@FoxNews,92,"RT @FoxNews: Emily Hall: ""Conservative students on campus feel threatened both physically and in their academics."" https://t.co/rt10ohK0yq"
392,0.0,Wed Jan 10 16:11:28 +0000 2018,0.0,1.0,0.0,@FoxNews,93,@i8wigan @FoxNews You have judges but that is your prerogative.
393,0.3612,Wed Jan 10 16:11:28 +0000 2018,0.0,0.872,0.128,@FoxNews,94,"@FoxNews @SecNielsen trump’s wall is like the emperor’s new clothes.  Non existent, ever diminishing BS concept to… https://t.co/MdsDwdnPqi"
394,-0.2411,Wed Jan 10 16:11:28 +0000 2018,0.098,0.902,0.0,@FoxNews,95,"RT @nazani14: @Kimb3rlyDavis @kurteichenwald @FoxNews Don't be sure. I've encountered foster kids who were basically servants, and there ar…"
395,0.1779,Wed Jan 10 16:11:27 +0000 2018,0.091,0.788,0.12,@FoxNews,96,"@FoxNews @SenSchumer @POTUS It became request of supporters, not POTUS, to have the wall built. You need to stop at… https://t.co/7wqEB3KSEU"
396,0.0,Wed Jan 10 16:11:26 +0000 2018,0.0,1.0,0.0,@FoxNews,97,@FoxNews @RealSheriffJoe  https://t.co/hqrCNDQDp6
397,-0.4767,Wed Jan 10 16:11:25 +0000 2018,0.256,0.744,0.0,@FoxNews,98,"@FoxNews @SenSchumer @POTUS Poor Chuckie, is that all you have?"
398,0.5975,Wed Jan 10 16:12:17 +0000 2018,0.042,0.784,0.174,@FoxNews,99,"RT @FoxNews: Lt. Col. Ralph Peters: ""We don't war with North Korea. We don't want a military confrontation. But if it comes to it, if to pr…"
399,0.0,Wed Jan 10 16:12:16 +0000 2018,0.0,1.0,0.0,@FoxNews,100,"RT @FoxNews: .@RepSwalwell: ""All of the arrows continue to point to a personal, political, and financial relationship that Donald #Trump ha…"
400,0.0,Wed Jan 10 16:12:18 +0000 2018,0.0,1.0,0.0,@nytimes,1,@Ldydewood @JacobAWohl @realDonaldTrump @nytimes Comprehension
401,0.0,Wed Jan 10 16:12:17 +0000 2018,0.0,1.0,0.0,@nytimes,2,"RT @nytimes: A gym chain is banning CNN, Fox News and MSNBC from its TVs. They say it's for your health. https://t.co/TCNZJrqZvx"
402,0.0,Wed Jan 10 16:12:16 +0000 2018,0.0,1.0,0.0,@nytimes,3,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes Arizona Files Cease and Desist Order Against Jacob Wohl, 
Alleges Multiple Counts O…"
403,0.5859,Wed Jan 10 16:12:15 +0000 2018,0.0,0.817,0.183,@nytimes,4,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes And The Winner Of ""Financial Charlatan Of The Year"" Is... Jacob Wohl https://t.co/E…"
404,0.0,Wed Jan 10 16:12:14 +0000 2018,0.0,1.0,0.0,@nytimes,5,RT @SkeddyRuxypin: Christopher Steele literally briefed the @nytimes on Russian involvement in the 2016 election two weeks before they ran…
405,0.0,Wed Jan 10 16:12:14 +0000 2018,0.0,1.0,0.0,@nytimes,6,@eastversewest @TrumpSu21373821 @TheLoveBel0w @JacobAWohl @realDonaldTrump @nytimes Why do you think the taxes are… https://t.co/LFyfBCNInE
406,-0.5859,Wed Jan 10 16:12:13 +0000 2018,0.241,0.759,0.0,@nytimes,7,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes Jacob Wohl _ 14 counts of Fraud 
https://t.co/Mg0iHpHaQ5 https://t.co/lxN8ZeFQDK"
407,0.0,Wed Jan 10 16:12:13 +0000 2018,0.0,1.0,0.0,@nytimes,8,"RT @nytimes: A gym chain is banning CNN, Fox News and MSNBC from its TVs. They say it's for your health. https://t.co/TCNZJrqZvx"
408,-0.4019,Wed Jan 10 16:12:10 +0000 2018,0.144,0.856,0.0,@nytimes,9,So @nytimes reporters spend all day ignoring this story on social media (normally they're twitter-happy munchkins.)… https://t.co/oDJmzlXaz0
409,0.0,Wed Jan 10 16:12:10 +0000 2018,0.0,1.0,0.0,@nytimes,10,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes Arizona Files Cease and Desist Order Against Jacob Wohl, 
Alleges Multiple Counts O…"
410,0.0,Wed Jan 10 16:12:09 +0000 2018,0.0,1.0,0.0,@nytimes,11,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes Jacob Wohl, The Teenage-Hedge Fund Manager, Has Been Ordered To Cease And Desist
ht…"
411,-0.5859,Wed Jan 10 16:12:09 +0000 2018,0.241,0.759,0.0,@nytimes,12,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes Jacob Wohl _ 14 counts of Fraud 
https://t.co/Mg0iHpHaQ5 https://t.co/lxN8ZeFQDK"
412,0.1027,Wed Jan 10 16:12:09 +0000 2018,0.0,0.909,0.091,@nytimes,13,"Flattery from the #failing @nytimes will get you...

Actually, it'll probably get you anywhere. https://t.co/6jiugnih7p"
413,0.0,Wed Jan 10 16:12:09 +0000 2018,0.0,1.0,0.0,@nytimes,14,@DonnaWR8 @JacobAWohl @realDonaldTrump @nytimes @POTUS @Twitter @jack  https://t.co/JI6GRfeNg7
414,0.0258,Wed Jan 10 16:12:08 +0000 2018,0.0,0.891,0.109,@nytimes,15,@HawkRaiders @lenlued @Bella2Gia @nytimes People don’t realize that facts matter
415,0.0,Wed Jan 10 16:12:07 +0000 2018,0.0,1.0,0.0,@nytimes,16,"RT @nytimes: A gym chain is banning CNN, Fox News and MSNBC from its TVs. They say it's for your health. https://t.co/TCNZJrqZvx"
416,-0.2263,Wed Jan 10 16:12:06 +0000 2018,0.112,0.888,0.0,@nytimes,17,RT @nytimes: Federal judges declared the map unconstitutionally gerrymandered and demanded the Republican-controlled General Assembly redra…
417,-0.6808,Wed Jan 10 16:12:06 +0000 2018,0.272,0.64,0.088,@nytimes,18,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes 14 counts of securities fraud
Disgraced Teen Hedge Fund Manager Jacob Wohl Has Star…"
418,0.4404,Wed Jan 10 16:12:06 +0000 2018,0.23,0.364,0.406,@nytimes,19,@JacobAWohl @realDonaldTrump @nytimes I love when one fraud supports another.
419,0.5267,Wed Jan 10 16:12:04 +0000 2018,0.0,0.866,0.134,@nytimes,20,"RT @nytimes: Breaking News: In the first decision of its kind, federal judges threw out North Carolina’s congressional map, saying it was d…"
420,0.7579,Wed Jan 10 16:12:04 +0000 2018,0.0,0.717,0.283,@nytimes,21,"RT @nytimes: Greta Gerwig: ""The city felt like my mother. New York City felt like home because it felt like her."" https://t.co/TKTWVsScqm"
421,-0.8074,Wed Jan 10 16:12:02 +0000 2018,0.593,0.407,0.0,@nytimes,22,RT @yasminda_c: @nytimes Assault is a crime. #metoo
422,0.0,Wed Jan 10 16:12:00 +0000 2018,0.0,1.0,0.0,@nytimes,23,"RT @nytimes: A gym chain is banning CNN, Fox News and MSNBC from its TVs. They say it's for your health. https://t.co/TCNZJrqZvx"
423,-0.5859,Wed Jan 10 16:12:00 +0000 2018,0.241,0.759,0.0,@nytimes,24,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes Jacob Wohl _ 14 counts of Fraud 
https://t.co/Mg0iHpHaQ5 https://t.co/lxN8ZeFQDK"
424,0.0,Wed Jan 10 16:11:58 +0000 2018,0.0,1.0,0.0,@nytimes,25,Democratic Senator Releases Transcript of Dossier Firm Testimony via @NYTimes https://t.co/AVRbeyf8wR
425,0.0,Wed Jan 10 16:11:57 +0000 2018,0.0,1.0,0.0,@nytimes,26,"@JacobAWohl @realDonaldTrump @nytimes Dossier was first ordered by conservative donors for Rubio.
Part of the infor… https://t.co/TVQv584wXO"
426,0.5423,Wed Jan 10 16:11:57 +0000 2018,0.0,0.821,0.179,@nytimes,27,The mouth breathing water heads at the @nytimes thinks monarchy is superior to a constitutional republic. I couldn'… https://t.co/kMeQyvqLNB
427,0.1842,Wed Jan 10 16:11:56 +0000 2018,0.119,0.692,0.189,@nytimes,28,"RT @nytimes: ""Insistent or clumsy flirting is not a crime, nor is gallantry a chauvinist aggression."" Catherine Deneuve and dozens of other…"
428,-0.6679,Wed Jan 10 16:11:55 +0000 2018,0.359,0.641,0.0,@nytimes,29,@TomSteyer @nytimes HELLFIRE the GOP has been cheating taxpayers!!!
429,-0.296,Wed Jan 10 16:11:55 +0000 2018,0.099,0.901,0.0,@nytimes,30,"RT @aliasvaughn: The @nytimes is being ROASTED publicly and very deservedly for their completely false ""Fbi sees no connection between Russ…"
430,0.5473,Wed Jan 10 16:11:54 +0000 2018,0.0,0.665,0.335,@nytimes,31,@JacobAWohl @realDonaldTrump @nytimes LOL she actually didn’t. #FakeNews
431,0.0,Wed Jan 10 16:11:54 +0000 2018,0.0,1.0,0.0,@nytimes,32,"RT @nytimes: Considered impure because she was menstruating, she was about to sleep outside in a cold hut. She never woke up. https://t.co/…"
432,-0.4767,Wed Jan 10 16:11:51 +0000 2018,0.162,0.838,0.0,@nytimes,33,@JacobAWohl @realDonaldTrump @nytimes Sterling you made my day. Jacob's spamming and sucking up gets really annoyin… https://t.co/XpFiZBycH9
433,0.0,Wed Jan 10 16:11:50 +0000 2018,0.0,1.0,0.0,@nytimes,34,@MightyNitin22 @BarackObama @NBCNews #CNBC #TodayShow @ABC @AP @gop_activists @OnlineMagazin #WorkinMoms #CNN… https://t.co/Vkbku9zfyc
434,0.0,Wed Jan 10 16:11:49 +0000 2018,0.0,1.0,0.0,@nytimes,35,"RT @AndyGlockner: Late on this, but yesterday's disclosure that the @nytimes was briefed on Steele's findings and then ran that column exon…"
435,0.0,Wed Jan 10 16:11:48 +0000 2018,0.0,1.0,0.0,@nytimes,36,The Decline of Anti-Trumpism via @NYTimes https://t.co/sU8LPm2rF3
436,0.3818,Wed Jan 10 16:11:47 +0000 2018,0.0,0.86,0.14,@nytimes,37,@lenlued @Bella2Gia @nytimes Then you shouldn’t credit him for the stock market if that’s how you feel...
437,0.3818,Wed Jan 10 16:11:46 +0000 2018,0.0,0.729,0.271,@nytimes,38,@Sterlingartz @JacobAWohl @realDonaldTrump @nytimes The train's coming jw
438,0.0,Wed Jan 10 16:11:42 +0000 2018,0.0,1.0,0.0,@nytimes,39,"RT @nytimes: A gym chain is banning CNN, Fox News and MSNBC from its TVs. They say it's for your health. https://t.co/TCNZJrqZvx"
439,0.6808,Wed Jan 10 16:11:41 +0000 2018,0.073,0.667,0.26,@nytimes,40,"RT @originalallyg: @nytimes The pendulum must swing to center. If it took out an innocent, enlighten me.  To no surprise, the French are be…"
440,0.2023,Wed Jan 10 16:11:41 +0000 2018,0.135,0.738,0.127,@nytimes,41,"RT @nytimes: Dragged down by Trump's low approval ratings, more than 2 dozen Republicans in Congress will retire rather than face re-electi…"
441,0.0,Wed Jan 10 16:11:41 +0000 2018,0.0,1.0,0.0,@nytimes,42,"RT @rodsandguitars: @RedHatGeek @2ANow @realDonaldTrump @cnnbrk @MSNBC @nytimes @CBSNews @ABC @NBCNews @washingtonpost And those ""journalis…"
442,0.4019,Wed Jan 10 16:11:40 +0000 2018,0.0,0.838,0.162,@nytimes,43,RT @SRPainter: @mattth19 @nytimes Yes. Looks to Mercer for $.  Looks to Trump for scripture.
443,0.4404,Wed Jan 10 16:11:39 +0000 2018,0.0,0.818,0.182,@nytimes,44,@nytimes @joefishertv showing up at business much better for #mentalhealth @people L.A.N.-ding @CableLabs… https://t.co/xgZ8EtdzDZ
444,0.7192,Wed Jan 10 16:11:39 +0000 2018,0.045,0.735,0.22,@nytimes,45,"RT @nytimes: ""Trump made clear once again that the details of governance do not really matter to him as much as success, telling congressio…"
445,0.0,Wed Jan 10 16:11:39 +0000 2018,0.0,1.0,0.0,@nytimes,46,"RT @nytimes: A gym chain is banning CNN, Fox News and MSNBC from its TVs. They say it's for your health. https://t.co/TCNZJrqZvx"
446,-0.6808,Wed Jan 10 16:11:38 +0000 2018,0.272,0.64,0.088,@nytimes,47,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes 14 counts of securities fraud
Disgraced Teen Hedge Fund Manager Jacob Wohl Has Star…"
447,0.0,Wed Jan 10 16:11:36 +0000 2018,0.0,1.0,0.0,@nytimes,48,RT @mattth19: @SRPainter @nytimes Mercer Inc. actually.
448,0.0,Wed Jan 10 16:11:35 +0000 2018,0.0,1.0,0.0,@nytimes,49,RT @nytimes: Chris Christie gave his final State of the State address. He spun a rosy tale that was seemingly at odds with his constituents…
449,0.0,Wed Jan 10 16:11:34 +0000 2018,0.0,1.0,0.0,@nytimes,50,"RT @SRPainter: @nytimes What this says: breitbart is a wholly owned subsidiary of Trump, Inc."
450,0.0,Wed Jan 10 16:11:33 +0000 2018,0.0,1.0,0.0,@nytimes,51,@JacobAWohl @realDonaldTrump @nytimes  https://t.co/5ARqAI9NCV
451,0.0,Wed Jan 10 16:11:32 +0000 2018,0.0,1.0,0.0,@nytimes,52,RT @SkeddyRuxypin: Christopher Steele literally briefed the @nytimes on Russian involvement in the 2016 election two weeks before they ran…
452,0.0,Wed Jan 10 16:11:32 +0000 2018,0.0,1.0,0.0,@nytimes,53,@nytimes Will they still have the Gorilla Channel?
453,0.0,Wed Jan 10 16:11:31 +0000 2018,0.0,1.0,0.0,@nytimes,54,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes Arizona Files Cease and Desist Order Against Jacob Wohl, 
Alleges Multiple Counts O…"
454,0.0,Wed Jan 10 16:11:31 +0000 2018,0.0,1.0,0.0,@nytimes,55,"@nytimes ""Nothing in his term became him so much as the leaving of it""."
455,0.0,Wed Jan 10 16:11:30 +0000 2018,0.0,1.0,0.0,@nytimes,56,@Montgomery_bjm @sarahkendzior @jazzizbest @realDonaldTrump @nytimes I know...going back to all that anti-NYT hot a… https://t.co/jBFdFCBsVz
456,0.0,Wed Jan 10 16:11:29 +0000 2018,0.0,1.0,0.0,@nytimes,57,"RT @nytimes: A gym chain is banning CNN, Fox News and MSNBC from its TVs. They say it's for your health. https://t.co/TCNZJrqZvx"
457,-0.5574,Wed Jan 10 16:11:28 +0000 2018,0.167,0.833,0.0,@nytimes,58,"RT @Jinxy_Minxy: @45Fired @neeratanden @nytimes Lichtblau was one of the reporters that CNN fired, over that retracted Scaramucci/Russia st…"
458,-0.5719,Wed Jan 10 16:11:28 +0000 2018,0.183,0.817,0.0,@nytimes,59,RT @PTSMC: An extensive look into costly procedures for knee pain in the @nytimes comes to the conclusion that #PhysicalTherapy can often b…
459,-0.5859,Wed Jan 10 16:11:28 +0000 2018,0.241,0.759,0.0,@nytimes,60,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes Jacob Wohl _ 14 counts of Fraud 
https://t.co/Mg0iHpHaQ5 https://t.co/lxN8ZeFQDK"
460,-0.296,Wed Jan 10 16:11:26 +0000 2018,0.268,0.732,0.0,@nytimes,61,"@JacobAWohl @realDonaldTrump @nytimes Stop it, YOU LIE"
461,0.5267,Wed Jan 10 16:11:26 +0000 2018,0.0,0.866,0.134,@nytimes,62,"RT @nytimes: Breaking News: In the first decision of its kind, federal judges threw out North Carolina’s congressional map, saying it was d…"
462,-0.5106,Wed Jan 10 16:11:26 +0000 2018,0.202,0.798,0.0,@nytimes,63,"RT @1TerryFox: @nytimes He's not going to confess on TV, dumb question, expected answer."
463,0.5859,Wed Jan 10 16:11:25 +0000 2018,0.0,0.817,0.183,@nytimes,64,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes And The Winner Of ""Financial Charlatan Of The Year"" Is... Jacob Wohl https://t.co/E…"
464,0.4215,Wed Jan 10 16:11:25 +0000 2018,0.0,0.872,0.128,@nytimes,65,RT @theswamplog: @sarahkendzior The nice part about twitter is that we can ask the @nytimes authors @EricLichtblau and @stevenleemyers dire…
465,0.8034,Wed Jan 10 16:11:23 +0000 2018,0.0,0.612,0.388,@nytimes,66,@Sterlingartz @JacobAWohl @realDonaldTrump @nytimes LOL. Well THAT sure explains a lot. A turd defending other turds. Go figure!
466,-0.6808,Wed Jan 10 16:11:22 +0000 2018,0.272,0.64,0.088,@nytimes,67,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes 14 counts of securities fraud
Disgraced Teen Hedge Fund Manager Jacob Wohl Has Star…"
467,0.0,Wed Jan 10 16:11:20 +0000 2018,0.0,1.0,0.0,@nytimes,68,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes Arizona Files Cease and Desist Order Against Jacob Wohl, 
Alleges Multiple Counts O…"
468,-0.2263,Wed Jan 10 16:11:19 +0000 2018,0.27,0.498,0.232,@nytimes,69,"RT @mickey_mcneil: @nytimes Agree.  Define boundaries. Expect respect distinguish between uninvited , misinterpreted or abuse.  Act accordi…"
469,0.0,Wed Jan 10 16:11:18 +0000 2018,0.0,1.0,0.0,@nytimes,70,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes Arizona Files Cease and Desist Order Against Jacob Wohl, 
Alleges Multiple Counts O…"
470,0.0,Wed Jan 10 16:11:18 +0000 2018,0.0,1.0,0.0,@nytimes,71,"RT @nytimes: A gym chain is banning CNN, Fox News and MSNBC from its TVs. They say it's for your health. https://t.co/TCNZJrqZvx"
471,0.5267,Wed Jan 10 16:11:16 +0000 2018,0.0,0.866,0.134,@nytimes,72,"RT @nytimes: Breaking News: In the first decision of its kind, federal judges threw out North Carolina’s congressional map, saying it was d…"
472,0.0,Wed Jan 10 16:11:15 +0000 2018,0.0,1.0,0.0,@nytimes,73,WHY isnt @GOPChairwoman Ronna McDaniel being called before #media in interviews &amp; articles to explain the Republica… https://t.co/BACQlkrBfi
473,0.0,Wed Jan 10 16:11:14 +0000 2018,0.0,1.0,0.0,@nytimes,74,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes Jacob Wohl, The Teenage-Hedge Fund Manager, Has Been Ordered To Cease And Desist
ht…"
474,0.0,Wed Jan 10 16:11:14 +0000 2018,0.0,1.0,0.0,@nytimes,75,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes Jacob Wohl, The Teenage-Hedge Fund Manager, Has Been Ordered To Cease And Desist
ht…"
475,-0.8122,Wed Jan 10 16:11:13 +0000 2018,0.33,0.67,0.0,@nytimes,76,I’m generally appalled by Trump’s attacks on the press. But the @nytimes “obituary” of President Monson so misses t… https://t.co/gTt31ibN7f
476,0.8122,Wed Jan 10 16:11:12 +0000 2018,0.0,0.704,0.296,@nytimes,77,"RT @45Fired: @neeratanden Yes, yes, yes! Sooner or later, the whole NYTimes story of Oct. 31, ‘16 will be told. @nytimes 

“Investigating D…"
477,-0.296,Wed Jan 10 16:11:11 +0000 2018,0.109,0.891,0.0,@nytimes,78,RT @syeddoha: @poppymcp @ABellBshara You see the #FireCracker women? I follow them. #ReadPeople Read @nytimes. I have been accused of being…
478,-0.6369,Wed Jan 10 16:11:11 +0000 2018,0.286,0.714,0.0,@nytimes,79,RT @nytimes: James Franco denied sexual misconduct accusations in an interview with Stephen Colbert https://t.co/MLKNiZowY2
479,0.0,Wed Jan 10 16:11:09 +0000 2018,0.0,1.0,0.0,@nytimes,80,@Montrelltha1 @Abie23 @oreo_tinker @Sterlingartz @JacobAWohl @realDonaldTrump @nytimes  https://t.co/vdq1yLaUZN
480,-0.5859,Wed Jan 10 16:11:08 +0000 2018,0.241,0.759,0.0,@nytimes,81,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes Jacob Wohl _ 14 counts of Fraud 
https://t.co/Mg0iHpHaQ5 https://t.co/lxN8ZeFQDK"
481,0.5859,Wed Jan 10 16:11:05 +0000 2018,0.0,0.817,0.183,@nytimes,82,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes And The Winner Of ""Financial Charlatan Of The Year"" Is... Jacob Wohl https://t.co/E…"
482,0.0,Wed Jan 10 16:11:04 +0000 2018,0.0,1.0,0.0,@nytimes,83,RT @Frohbaer: @Patrickesque @tx_blue_dot The @nytimes is a shill for Trump and a rag of court stenography.
483,0.0,Wed Jan 10 16:11:03 +0000 2018,0.0,1.0,0.0,@nytimes,84,"RT @nytimes: A gym chain is banning CNN, Fox News and MSNBC from its TVs. They say it's for your health. https://t.co/TCNZJrqZvx"
484,0.8555,Wed Jan 10 16:11:02 +0000 2018,0.0,0.427,0.573,@nytimes,85,Great end quote by Taffy. Nice read. Tx. @nytimes https://t.co/5LKohj4qxP
485,-0.6808,Wed Jan 10 16:11:01 +0000 2018,0.272,0.64,0.088,@nytimes,86,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes 14 counts of securities fraud
Disgraced Teen Hedge Fund Manager Jacob Wohl Has Star…"
486,0.0,Wed Jan 10 16:11:00 +0000 2018,0.0,1.0,0.0,@nytimes,87,@mkrisch76 @oreo_tinker @Sterlingartz @JacobAWohl @realDonaldTrump @nytimes DEEEEERRRRRRRRP!
487,0.3182,Wed Jan 10 16:11:00 +0000 2018,0.0,0.905,0.095,@nytimes,88,"RT @aliasvaughn: Of course they did, and that infamous NYT story that the @nytimes NEVER retracted OR corrected OR apologized for? Was eith…"
488,0.5267,Wed Jan 10 16:10:59 +0000 2018,0.0,0.866,0.134,@nytimes,89,"RT @nytimes: Breaking News: In the first decision of its kind, federal judges threw out North Carolina’s congressional map, saying it was d…"
489,0.4939,Wed Jan 10 16:10:59 +0000 2018,0.0,0.882,0.118,@nytimes,90,@nytimes We need them to not exist at all. AT ALL. I don’t care if they are accurate or not. Bob lives next door to… https://t.co/6uFL6I9egu
490,0.0,Wed Jan 10 16:10:59 +0000 2018,0.0,1.0,0.0,@nytimes,91,"RT @nytimes: A gym chain is banning CNN, Fox News and MSNBC from its TVs. They say it's for your health. https://t.co/TCNZJrqZvx"
491,0.6249,Wed Jan 10 16:10:58 +0000 2018,0.0,0.788,0.212,@nytimes,92,RT @justatittle1: @JacobAWohl @realDonaldTrump @nytimes Isn’t it amazing Jacob how the Far Left #Hittites want to shut up anyone who stands…
492,0.0,Wed Jan 10 16:10:58 +0000 2018,0.0,1.0,0.0,@nytimes,93,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes Jacob Wohl, The Teenage-Hedge Fund Manager, Has Been Ordered To Cease And Desist
ht…"
493,-0.1258,Wed Jan 10 16:10:57 +0000 2018,0.2,0.578,0.222,@nytimes,94,@MaggieDeg4 @nytimes Or he was genuinely just giving Trump credit. What is so bad about that?
494,-0.3947,Wed Jan 10 16:10:57 +0000 2018,0.129,0.871,0.0,@nytimes,95,@kmgantz @PeterTshuma4 @nytimes I answer all my appointments in my pjs &amp; robes...it's just more comfy why bother ge… https://t.co/IMAP1eRyXk
495,0.7579,Wed Jan 10 16:10:55 +0000 2018,0.0,0.746,0.254,@nytimes,96,RT @talesofaSAHM: @nytimes Oh my god I wish my gym would do this. I have to pick the elliptical behind a support beam so I don’t see the Fo…
496,-0.5859,Wed Jan 10 16:12:19 +0000 2018,0.241,0.759,0.0,@nytimes,97,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes Jacob Wohl _ 14 counts of Fraud 
https://t.co/Mg0iHpHaQ5 https://t.co/lxN8ZeFQDK"
497,0.0,Wed Jan 10 16:12:18 +0000 2018,0.0,1.0,0.0,@nytimes,98,@Ldydewood @JacobAWohl @realDonaldTrump @nytimes Comprehension
498,0.0,Wed Jan 10 16:12:17 +0000 2018,0.0,1.0,0.0,@nytimes,99,"RT @nytimes: A gym chain is banning CNN, Fox News and MSNBC from its TVs. They say it's for your health. https://t.co/TCNZJrqZvx"
499,0.0,Wed Jan 10 16:12:16 +0000 2018,0.0,1.0,0.0,@nytimes,100,"RT @Sterlingartz: @JacobAWohl @realDonaldTrump @nytimes Arizona Files Cease and Desist Order Against Jacob Wohl, 
Alleges Multiple Counts O…"
